0,0,300
1,0,300
2,0,300
3,0,300
4,0,300
5,0,300
6,0,300
7,0,300
8,0,300
9,0,300
10,0,300
11,0,300
12,0,300
13,0,300
14,0,300
15,0,300
16,0,300
17,0,300
18,0,300
19,0,300
20,0,300
21,230,300
22,156,300
23,124,300
24,63,300
25,31,300
26,8,300
27,8,300
28,8,300
29,8,300
30,8,300
31,8,300
32,8,300
33,38,300
34,40,300
35,45,300
36,43,300
37,46,300
38,48,300
39,140,300
40,16,300
41,28,300
42,27,300
43,24,300
44,40,300
45,40,300
46,65,300
47,93,300
48,123,300
49,144,300
50,165,300
51,185,300
52,205,300
53,225,300
54,243,300
55,261,300
56,276,300
57,289,300
58,298,300
59,306,300
60,310,300
61,310,300
62,305,300
63,299,300
64,291,300
65,282,300
66,273,300
67,264,300
68,256,300
69,248,300
70,237,300
71,235,300
72,235,300
73,238,300
74,242,300
75,248,300
76,255,300
77,266,300
78,275,300
79,284,300
80,293,300
81,301,300
82,309,300
83,315,300
84,319,300
85,321,300
86,325,300
87,323,300
88,323,300
89,320,300
90,318,300
91,312,300
92,308,300
93,303,300
94,298,300
95,292,300
96,288,300
97,283,300
98,282,300
99,279,300
100,279,300
101,279,300
102,284,300
103,287,300
104,295,300
105,300,300
106,303,300
107,308,300
108,316,300
109,318,300
110,321,300
111,322,300
112,321,300
113,321,300
114,320,300
115,316,300
116,311,300
117,308,300
118,301,300
119,298,300
120,293,300
121,287,300
122,282,300
123,280,300
124,276,300
125,276,300
126,279,300
127,281,300
128,286,300
129,291,300
130,297,300
131,304,300
132,311,300
133,317,300
134,323,300
135,328,300
136,333,300
137,334,300
138,336,300
139,336,300
140,334,300
141,331,300
142,327,300
143,322,300
144,315,300
145,308,300
146,302,300
147,295,300
148,284,300
149,281,300
150,277,300
151,280,300
152,281,300
153,284,300
154,289,300
155,294,300
156,299,300
157,306,300
158,310,300
159,317,300
160,321,300
161,324,300
162,326,300
163,326,300
164,325,300
165,322,300
166,318,300
167,313,300
168,307,300
169,302,300
170,296,300
171,289,300
172,285,300
173,278,300
174,276,300
175,274,300
176,275,300
177,275,300
178,276,300
179,280,300
180,282,300
181,288,300
182,293,300
183,298,300
184,318,300
185,321,300
186,324,300
187,325,300
188,325,300
189,325,300
190,324,300
191,321,300
192,314,300
193,308,300
194,303,300
195,297,300
196,290,300
197,284,300
198,272,300
199,269,300
200,266,300
201,264,300
202,262,300
203,262,300
204,263,300
205,266,300
206,268,300
207,274,300
208,279,300
209,282,300
210,289,300
211,296,300
212,301,300
213,306,300
214,311,300
215,315,300
216,317,300
217,319,300
218,319,300
219,316,300
220,308,300
221,302,300
222,297,300
223,292,300
224,284,300
225,279,300
226,274,300
227,269,300
228,267,300
229,263,300
230,265,300
231,270,300
232,280,300
233,286,300
234,292,300
235,300,300
236,307,300
237,314,300
238,320,300
239,325,300
240,328,300
241,331,300
242,332,300
243,331,300
244,329,300
245,325,300
246,320,300
247,315,300
248,308,300
249,300,300
250,293,300
251,285,300
252,279,300
253,274,300
254,270,300
255,268,300
256,267,300
257,268,300
258,271,300
259,274,300
260,279,300
261,285,300
262,293,300
263,300,300
264,307,300
265,314,300
266,321,300
267,328,300
268,333,300
269,337,300
270,339,300
271,340,300
272,340,300
273,339,300
274,336,300
275,327,300
276,317,300
277,309,300
278,302,300
279,295,300
280,283,300
281,277,300
282,274,300
283,270,300
284,269,300
285,271,300
286,279,300
287,284,300
288,292,300
289,298,300
290,304,300
291,312,300
292,319,300
293,325,300
294,331,300
295,336,300
296,339,300
297,342,300
298,343,300
299,342,300
300,340,300
301,339,300
302,336,300
303,330,300
304,324,300
305,317,300
306,312,300
307,305,300
308,299,300
309,293,300
310,288,300
311,284,300
312,281,300
313,278,300
314,278,300
315,277,300
316,278,300
317,280,300
318,282,300
319,286,300
320,289,300
321,293,300
322,298,300
323,307,300
324,310,300
325,317,300
326,319,300
327,320,300
328,321,300
329,321,300
330,320,300
331,317,300
332,314,300
333,310,300
334,305,300
335,301,300
336,296,300
337,292,300
338,287,300
339,284,300
340,281,300
341,277,300
342,276,300
343,276,300
344,276,300
345,276,300
346,279,300
347,281,300
348,284,300
349,288,300
350,291,300
351,294,300
352,297,300
353,299,300
354,302,300
355,304,300
356,305,300
357,306,300
358,305,300
359,304,300
360,303,300
361,302,300
362,299,300
363,297,300
364,293,300
365,290,300
366,282,300
367,276,300
368,275,300
369,273,300
370,271,300
371,268,300
372,268,300
373,268,300
374,272,300
375,275,300
376,280,300
377,286,300
378,300,300
379,311,300
380,324,300
381,330,300
382,336,300
383,341,300
384,341,300
